area_fips,County,own_code,industry_code,agglvl_code,size_code,year,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,Annual_Wage_Quartiles_by_each_Year
06009,Calaveras County,0,10,70,0,2013,7859,276847800,45593679,2371203,677,35225,9044197,3.4,2384946,5.5,Low Average Annual Wage
06009,Calaveras County,0,10,70,0,2014,8069,289212091,47126791,2398313,689,35841,12364291,4.5,1533112,3.4,Low Average Annual Wage
06009,Calaveras County,0,10,70,0,2015,8541,317025897,53177219,2627712,714,37116,27813806,9.6,6050428,12.8,Low Average Annual Wage
06009,Calaveras County,0,10,70,0,2016,9139,348862422,56241952,2674518,734,38173,31836525,10.0,3064733,5.8,Low Average Annual Wage
06009,Calaveras County,0,10,70,0,2017,9410,362669685,58329746,2667451,741,38540,13807263,4.0,2087794,3.7,Low Average Annual Wage
06009,Calaveras County,0,10,70,0,2018,9656,388558878,61801030,2742065,774,40239,25889193,7.1,3471284,6.0,Low Average Annual Wage
06009,Calaveras County,0,10,70,0,2019,9783,408309151,63952806,2738029,803,41735,19750273,5.1,2151776,3.5,Low Average Annual Wage
06009,Calaveras County,0,10,70,0,2020,9605,439520919,65738576,2751953,880,45761,31211768,7.6,1785770,2.8,Low Average Annual Wage
06009,Calaveras County,0,10,70,0,2021,9977,469980479,70185625,2762466,906,47106,30459560,6.9,4447049,6.8,Low Average Annual Wage
06009,Calaveras County,0,10,70,0,2022,10626,515648829,76902550,2587267,933,48528,45668350,9.7,6716925,9.6,Low Average Annual Wage
06009,Calaveras County,0,10,70,0,2023,10347,538511702,70346454,2375695,1001,52045,22862873,4.4,-6556096,-8.5,Low Average Annual Wage
06011,Colusa County,0,10,70,0,2010,8719,320738044,70961370,3877502,707,36788,49288914,18.2,12342104,21.1,Lower Middle Average Annual Wage
06011,Colusa County,0,10,70,0,2011,8542,299419776,68553696,3789409,674,35051,-21318268,-6.6,-2407674,-3.4,Low Average Annual Wage
06011,Colusa County,0,10,70,0,2012,8470,304090244,66375948,3800978,690,35903,4670468,1.6,-2177748,-3.2,Lower Middle Average Annual Wage
06011,Colusa County,0,10,70,0,2013,8706,319147169,66120790,3819768,705,36659,15056925,5.0,-255158,-0.4,Lower Middle Average Annual Wage
06011,Colusa County,0,10,70,0,2014,8770,339453366,68083255,3873870,744,38706,20306197,6.4,1962465,3.0,Lower Middle Average Annual Wage
06011,Colusa County,0,10,70,0,2015,9031,368177279,75579334,4278749,784,40770,28723913,8.5,7496079,11.0,Lower Middle Average Annual Wage
06011,Colusa County,0,10,70,0,2016,9028,367287660,71979733,3918083,782,40685,-889619,-0.2,-3599601,-4.8,Lower Middle Average Annual Wage
06011,Colusa County,0,10,70,0,2017,9007,376330397,69020378,3829706,803,41782,9042737,2.5,-2959355,-4.1,Lower Middle Average Annual Wage
06011,Colusa County,0,10,70,0,2018,9260,410962839,73388883,3956190,853,44379,34632442,9.2,4368505,6.3,Lower Middle Average Annual Wage
06011,Colusa County,0,10,70,0,2019,9558,421744822,76515973,4021419,849,44127,10781983,2.6,3127090,4.3,Lower Middle Average Annual Wage
06011,Colusa County,0,10,70,0,2020,8768,431164148,73825600,3802769,946,49176,9419326,2.2,-2690373,-3.5,Lower Middle Average Annual Wage
06011,Colusa County,0,10,70,0,2021,9354,467435131,79347803,3939491,961,49972,36270983,8.4,5522203,7.5,Lower Middle Average Annual Wage
06011,Colusa County,0,10,70,0,2022,8901,472436597,75123552,3367081,1021,53080,5001466,1.1,-4224251,-5.3,Lower Middle Average Annual Wage
06011,Colusa County,0,10,70,0,2023,9319,535287870,80148583,3668597,1105,57443,62851273,13.3,5025031,6.7,Lower Middle Average Annual Wage
06013,Contra Costa County,0,10,70,0,2010,313615,18049324630,2146905755,99596287,1107,57552,20859547,0.1,-92875747,-4.1,High Average Annual Wage
06013,Contra Costa County,0,10,70,0,2011,315064,18634819106,2236363153,116275620,1137,59146,585494476,3.2,89457398,4.2,High Average Annual Wage
06013,Contra Costa County,0,10,70,0,2012,323484,19455110621,2297197698,121765485,1157,60142,820291515,4.4,60834545,2.7,High Average Annual Wage
06013,Contra Costa County,0,10,70,0,2013,332623,20241658119,2356552020,121438049,1170,60855,786547498,4.0,59354322,2.6,High Average Annual Wage
06013,Contra Costa County,0,10,70,0,2014,339281,21008403382,2455441660,123515495,1191,61920,766745263,3.8,98889640,4.2,High Average Annual Wage
06013,Contra Costa County,0,10,70,0,2015,346862,22127019969,2534785451,123106084,1227,63792,1118616587,5.3,79343791,3.2,High Average Annual Wage
06013,Contra Costa County,0,10,70,0,2016,359242,23418019657,2662764958,123509400,1254,65187,1290999688,5.8,127979507,5.0,High Average Annual Wage
06013,Contra Costa County,0,10,70,0,2017,366720,24651313816,2739439764,120041552,1293,67221,1233294159,5.3,76674806,2.9,High Average Annual Wage
06013,Contra Costa County,0,10,70,0,2018,368450,25424692957,2817594943,118265812,1327,69004,773379141,3.1,78155179,2.9,High Average Annual Wage
06013,Contra Costa County,0,10,70,0,2019,369280,26177240915,2811170925,113327563,1363,70887,752547958,3.0,-6424018,-0.2,High Average Annual Wage
06013,Contra Costa County,0,10,70,0,2020,340559,26562151953,2682798952,103752600,1500,77996,384911038,1.5,-128371973,-4.6,High Average Annual Wage
06013,Contra Costa County,0,10,70,0,2021,350476,28347270991,2838063379,102144550,1555,80882,1785119038,6.7,155264427,5.8,High Average Annual Wage
06013,Contra Costa County,0,10,70,0,2022,367582,30263732817,2957375497,91588933,1583,82332,1916461826,6.8,119312118,4.2,High Average Annual Wage
06013,Contra Costa County,0,10,70,0,2023,369761,30985179058,2885952876,85851043,1611,83798,721446241,2.4,-71422621,-2.4,High Average Annual Wage
06015,Del Norte County,0,10,70,0,2010,8046,272380736,34295633,1738260,651,33852,-5491578,-2.0,1050746,3.2,Low Average Annual Wage
06015,Del Norte County,0,10,70,0,2011,7980,277098170,35609724,1925091,668,34726,4717434,1.7,1314091,3.8,Low Average Annual Wage
06015,Del Norte County,0,10,70,0,2012,7805,278434475,34508139,1911453,686,35672,1336305,0.5,-1101585,-3.1,Low Average Annual Wage
06015,Del Norte County,0,10,70,0,2013,7887,275362321,34880747,1902052,671,34913,-3072154,-1.1,372608,1.1,Low Average Annual Wage
06015,Del Norte County,0,10,70,0,2014,7775,272377438,34378727,1835825,674,35035,-2984883,-1.1,-502020,-1.4,Low Average Annual Wage
06015,Del Norte County,0,10,70,0,2015,7924,286445904,35732147,1836522,695,36148,14068466,5.2,1353420,3.9,Low Average Annual Wage
06015,Del Norte County,0,10,70,0,2016,8151,303637605,38657868,1909379,716,37250,17191701,6.0,2925721,8.2,Low Average Annual Wage
06015,Del Norte County,0,10,70,0,2017,8106,309441766,38196004,1828988,734,38176,5804161,1.9,-461864,-1.2,Low Average Annual Wage
06015,Del Norte County,0,10,70,0,2018,8222,321368594,38974873,1817731,752,39085,11926828,3.9,778869,2.0,Low Average Annual Wage
06015,Del Norte County,0,10,70,0,2019,8205,331141205,39983032,1786638,776,40358,9772611,3.0,1008159,2.6,Low Average Annual Wage
06015,Del Norte County,0,10,70,0,2020,7795,352676855,38071478,1880024,870,45244,21535650,6.5,-1911554,-4.8,Low Average Annual Wage
06015,Del Norte County,0,10,70,0,2021,7886,379636126,41304201,1627547,926,48142,26959271,7.6,3232723,8.5,Low Average Annual Wage
06015,Del Norte County,0,10,70,0,2022,8104,391218456,42504359,1505975,928,48278,11582330,3.1,1200158,2.9,Low Average Annual Wage
06015,Del Norte County,0,10,70,0,2023,8219,419334475,43338341,1518058,981,51023,28116019,7.2,833982,2.0,Low Average Annual Wage
06017,El Dorado County,0,10,70,0,2010,47026,1882646274,287612997,13904947,770,40034,-74559061,-3.8,-3510798,-1.2,Upper Middle Average Annual Wage
06017,El Dorado County,0,10,70,0,2011,46913,1893201046,303322384,16190523,776,40355,10554772,0.6,15709387,5.5,Upper Middle Average Annual Wage
06017,El Dorado County,0,10,70,0,2012,47301,1957254140,305745278,16213863,796,41379,64053094,3.4,2422894,0.8,Upper Middle Average Annual Wage
06017,El Dorado County,0,10,70,0,2013,48777,2068885901,316825476,16632461,816,42415,111631761,5.7,11080198,3.6,Upper Middle Average Annual Wage
06017,El Dorado County,0,10,70,0,2014,49782,2166560349,335904563,17508302,837,43521,97674448,4.7,19079087,6.0,Upper Middle Average Annual Wage
06017,El Dorado County,0,10,70,0,2015,51560,2341187674,352433223,17803103,873,45407,174627325,8.1,16528660,4.9,Upper Middle Average Annual Wage
06017,El Dorado County,0,10,70,0,2016,53889,2530472919,376779180,18275787,903,46957,189285245,8.1,24345957,6.9,Upper Middle Average Annual Wage
06017,El Dorado County,0,10,70,0,2017,56414,2725432017,403268367,18532313,929,48312,194959098,7.7,26489187,7.0,Upper Middle Average Annual Wage
06017,El Dorado County,0,10,70,0,2018,57786,2910029000,420820882,18753144,968,50359,184596983,6.8,17552515,4.4,Upper Middle Average Annual Wage
06017,El Dorado County,0,10,70,0,2019,57883,2962343393,419931949,18106294,984,51178,52314393,1.8,-888933,-0.2,Upper Middle Average Annual Wage
06017,El Dorado County,0,10,70,0,2020,53107,3023094739,405395905,17260239,1095,56925,60751346,2.1,-14536044,-3.5,Upper Middle Average Annual Wage
06017,El Dorado County,0,10,70,0,2021,55385,3238553513,424682007,16531172,1124,58474,215458774,7.1,19286102,4.8,Upper Middle Average Annual Wage
06017,El Dorado County,0,10,70,0,2022,57308,3510066923,441962318,15029883,1178,61249,271513410,8.4,17280311,4.1,Upper Middle Average Annual Wage
06017,El Dorado County,0,10,70,0,2023,57979,3719690478,439762884,14762123,1234,64156,209623555,6.0,-2199434,-0.5,Upper Middle Average Annual Wage
06019,Fresno County,0,10,70,0,2010,329941,12174985428,2066705251,104578526,710,36901,-12810035,-0.1,33316435,1.6,Lower Middle Average Annual Wage
06019,Fresno County,0,10,70,0,2011,332339,12473643006,2188935082,119516921,722,37533,298657578,2.5,122229831,5.9,Lower Middle Average Annual Wage
06019,Fresno County,0,10,70,0,2012,338684,12841365379,2305292379,125201797,729,37915,367722373,2.9,116357297,5.3,Lower Middle Average Annual Wage
06019,Fresno County,0,10,70,0,2013,349193,13318693380,2422148393,129815475,733,38141,477328001,3.7,116856014,5.1,Lower Middle Average Annual Wage
06019,Fresno County,0,10,70,0,2014,354646,13946312469,2446200987,129588812,756,39325,627619089,4.7,24052594,1.0,Lower Middle Average Annual Wage
06019,Fresno County,0,10,70,0,2015,364788,14879831589,2563471265,132615946,784,40790,933519120,6.7,117270278,4.8,Lower Middle Average Annual Wage
06019,Fresno County,0,10,70,0,2016,374939,15657982463,2667269153,132935415,803,41761,778150874,5.2,103797888,4.0,Lower Middle Average Annual Wage
06019,Fresno County,0,10,70,0,2017,381997,16382245168,2694995697,129631330,825,42886,724262705,4.6,27726544,1.0,Lower Middle Average Annual Wage
06019,Fresno County,0,10,70,0,2018,390344,17212682908,2784285230,129894114,848,44096,830437740,5.1,89289533,3.3,Lower Middle Average Annual Wage
06019,Fresno County,0,10,70,0,2019,400030,18280407380,2887581168,132370211,879,45698,1067724472,6.2,103295938,3.7,Lower Middle Average Annual Wage
06019,Fresno County,0,10,70,0,2020,379595,18757673397,2793248272,127598181,950,49415,477266017,2.6,-94332896,-3.3,Lower Middle Average Annual Wage
06019,Fresno County,0,10,70,0,2021,392496,20450561257,2974526321,124028053,1002,52104,1692887860,9.0,181278049,6.5,Lower Middle Average Annual Wage
06019,Fresno County,0,10,70,0,2022,412147,22234713916,3103840747,114446012,1037,53949,1784152659,8.7,129314426,4.3,Lower Middle Average Annual Wage
06019,Fresno County,0,10,70,0,2023,418515,23468479171,3100159090,113727888,1078,56076,1233765255,5.5,-3681657,-0.1,Lower Middle Average Annual Wage
06021,Glenn County,0,10,70,0,2010,8023,267775133,49830967,2538624,642,33378,7370635,2.8,2131910,4.5,Low Average Annual Wage
06021,Glenn County,0,10,70,0,2011,7969,277469043,52238760,2832637,670,34820,9693910,3.6,2407793,4.8,Low Average Annual Wage
06021,Glenn County,0,10,70,0,2012,8153,284239686,56040562,3050056,670,34862,6770643,2.4,3801802,7.3,Low Average Annual Wage
06021,Glenn County,0,10,70,0,2013,8314,292071911,56084926,3025932,676,35132,7832225,2.8,44364,0.1,Low Average Annual Wage
06021,Glenn County,0,10,70,0,2014,8331,299189409,57409200,3032390,691,35915,7117498,2.4,1324274,2.4,Low Average Annual Wage
06021,Glenn County,0,10,70,0,2015,8854,334104109,63624767,3283048,726,37734,34914700,11.7,6215567,10.8,Low Average Annual Wage
06021,Glenn County,0,10,70,0,2016,8946,341185889,63483683,3156302,733,38139,7081780,2.1,-141084,-0.2,Low Average Annual Wage
06021,Glenn County,0,10,70,0,2017,8931,361765109,62665584,3001038,779,40505,20579220,6.0,-818099,-1.3,Low Average Annual Wage
06021,Glenn County,0,10,70,0,2018,9093,386671129,65017081,3033889,818,42525,24906020,6.9,2351497,3.8,Lower Middle Average Annual Wage
06021,Glenn County,0,10,70,0,2019,9512,413553858,69125749,3119750,836,43477,26882729,7.0,4108668,6.3,Lower Middle Average Annual Wage
06021,Glenn County,0,10,70,0,2020,9310,439171420,72456387,3413522,907,47170,25617562,6.2,3330638,4.8,Lower Middle Average Annual Wage
06021,Glenn County,0,10,70,0,2021,9349,462242135,72908394,3043226,951,49443,23070715,5.3,452007,0.6,Low Average Annual Wage
06021,Glenn County,0,10,70,0,2022,9584,481438541,73456333,2630961,966,50234,19196406,4.2,547939,0.8,Low Average Annual Wage
06021,Glenn County,0,10,70,0,2023,9569,497869284,73467692,2718868,1001,52031,16430743,3.4,11359,0.0,Low Average Annual Wage
06023,Humboldt County,0,10,70,0,2010,46097,1548433881,262560271,12382242,646,33591,28211422,1.9,7815586,3.1,Low Average Annual Wage
06023,Humboldt County,0,10,70,0,2011,45184,1566524311,268992549,14188102,667,34670,18090430,1.2,6432278,2.4,Low Average Annual Wage
06023,Humboldt County,0,10,70,0,2012,45155,1577556293,267295764,14042133,672,34937,11031982,0.7,-1696785,-0.6,Low Average Annual Wage
06023,Humboldt County,0,10,70,0,2013,45520,1615738336,263155366,13478416,683,35495,38182043,2.4,-4140398,-1.5,Low Average Annual Wage
06023,Humboldt County,0,10,70,0,2014,45685,1656402383,269014407,13516243,697,36257,40664047,2.5,5859041,2.2,Low Average Annual Wage
06023,Humboldt County,0,10,70,0,2015,46746,1744857572,280146051,13591323,718,37327,88455189,5.3,11131644,4.1,Low Average Annual Wage
06023,Humboldt County,0,10,70,0,2016,48260,1849665065,292709914,13335037,737,38327,104807493,6.0,12563863,4.5,Low Average Annual Wage
06023,Humboldt County,0,10,70,0,2017,49141,1961182985,303925990,13111740,767,39910,111517920,6.0,11216076,3.8,Low Average Annual Wage
06023,Humboldt County,0,10,70,0,2018,50307,2046063497,315038193,13027892,782,40672,84880512,4.3,11112203,3.7,Low Average Annual Wage
06023,Humboldt County,0,10,70,0,2019,50974,2129478987,325268336,13034225,803,41776,83415490,4.1,10230143,3.2,Low Average Annual Wage
06023,Humboldt County,0,10,70,0,2020,47114,2204788579,313684669,12301958,900,46797,75309592,3.5,-11583667,-3.6,Low Average Annual Wage
06023,Humboldt County,0,10,70,0,2021,47709,2358078490,322481775,11641985,951,49427,153289911,7.0,8797106,2.8,Low Average Annual Wage
06023,Humboldt County,0,10,70,0,2022,49337,2499043212,325323985,10211487,974,50653,140964722,6.0,2842210,0.9,Low Average Annual Wage
06023,Humboldt County,0,10,70,0,2023,49789,2642579828,316433506,9670158,1021,53076,143536616,5.7,-8890479,-2.7,Low Average Annual Wage
06025,Imperial County,0,10,70,0,2010,57426,1983074670,318500342,16244168,664,34533,24433034,1.2,14262422,4.7,Low Average Annual Wage
06025,Imperial County,0,10,70,0,2011,56496,2003245411,331515008,18440101,682,35458,20170741,1.0,13014666,4.1,Lower Middle Average Annual Wage
06025,Imperial County,0,10,70,0,2012,59010,2081966278,356798577,19754499,678,35282,78720867,3.9,25283569,7.6,Low Average Annual Wage
06025,Imperial County,0,10,70,0,2013,60350,2115257052,361624715,19607390,674,35050,33290774,1.6,4826138,1.4,Low Average Annual Wage
06025,Imperial County,0,10,70,0,2014,62959,2198553471,396007332,21192562,672,34920,83296419,3.9,34382617,9.5,Low Average Annual Wage
06025,Imperial County,0,10,70,0,2015,63939,2300642679,413412128,21535010,692,35982,102089208,4.6,17404796,4.4,Low Average Annual Wage
06025,Imperial County,0,10,70,0,2016,62910,2348677973,405460403,20898321,718,37334,48035294,2.1,-7951725,-1.9,Low Average Annual Wage
06025,Imperial County,0,10,70,0,2017,62866,2441102074,415408859,20768950,747,38830,92424101,3.9,9948456,2.5,Low Average Annual Wage
06025,Imperial County,0,10,70,0,2018,62879,2522398684,414160280,20592170,771,40115,81296610,3.3,-1248579,-0.3,Low Average Annual Wage
06025,Imperial County,0,10,70,0,2019,63438,2642507272,427340664,20700217,801,41655,120108588,4.8,13180384,3.2,Low Average Annual Wage
06025,Imperial County,0,10,70,0,2020,60515,2765256457,428472263,21362508,879,45696,122749185,4.6,1131599,0.3,Low Average Annual Wage
06025,Imperial County,0,10,70,0,2021,63620,3027230208,461500291,20873261,915,47583,261973751,9.5,33028028,7.7,Low Average Annual Wage
06025,Imperial County,0,10,70,0,2022,65469,3291970590,476588346,19278034,967,50283,264740382,8.7,15088055,3.3,Low Average Annual Wage
06025,Imperial County,0,10,70,0,2023,65766,3486905092,471043647,19360763,1020,53020,194934502,5.9,-5544699,-1.2,Low Average Annual Wage
06027,Inyo County,0,10,70,0,2010,7538,269026056,38946486,1693599,686,35691,3979850,1.5,748250,2.0,Lower Middle Average Annual Wage
06027,Inyo County,0,10,70,0,2011,7433,276852861,42049550,2088289,716,37247,7826805,2.9,3103064,8.0,Lower Middle Average Annual Wage
06027,Inyo County,0,10,70,0,2012,7409,279562014,41658524,2057937,726,37734,2709153,1.0,-391026,-0.9,Lower Middle Average Annual Wage
06027,Inyo County,0,10,70,0,2013,7393,282133527,42425310,2099486,734,38163,2571513,0.9,766786,1.8,Lower Middle Average Annual Wage
06027,Inyo County,0,10,70,0,2014,7358,296914309,42086419,2070441,776,40352,14780782,5.2,-338891,-0.8,Lower Middle Average Annual Wage
06027,Inyo County,0,10,70,0,2015,7621,317776503,46411967,2233346,802,41698,20862194,7.0,4325548,10.3,Lower Middle Average Annual Wage
06027,Inyo County,0,10,70,0,2016,7606,316943375,46663530,2121872,801,41672,-833128,-0.3,251563,0.5,Lower Middle Average Annual Wage
06027,Inyo County,0,10,70,0,2017,7453,317370674,46633248,2014248,819,42584,427299,0.1,-30282,-0.1,Lower Middle Average Annual Wage
06027,Inyo County,0,10,70,0,2018,7535,331276564,45864340,1927276,845,43966,13905890,4.4,-768908,-1.6,Lower Middle Average Annual Wage
06027,Inyo County,0,10,70,0,2019,7731,350248337,48178519,1974323,871,45305,18971773,5.7,2314179,5.0,Lower Middle Average Annual Wage
06027,Inyo County,0,10,70,0,2020,7095,355980435,44564159,1726658,965,50176,5732098,1.6,-3614360,-7.5,Lower Middle Average Annual Wage
